,Student ID,student_name,gender,grade,school_name,reading_score,math_score,reading_pass,math_pass,School ID,type,size,budget,bps
37800,37800,Pamela Bradley,F,11th,Thomas High School,82,76,1,1,14,Charter,1635,1043130,638
37801,37801,Nancy Cannon,F,11th,Thomas High School,73,95,1,1,14,Charter,1635,1043130,638
37802,37802,Ashley Lopez,F,10th,Thomas High School,88,75,1,1,14,Charter,1635,1043130,638
37803,37803,Linda Roman,F,12th,Thomas High School,71,94,1,1,14,Charter,1635,1043130,638
37804,37804,Cheryl Quinn,F,12th,Thomas High School,70,85,1,1,14,Charter,1635,1043130,638
37805,37805,Joseph Sellers,M,11th,Thomas High School,71,98,1,1,14,Charter,1635,1043130,638
37806,37806,Jennifer Ortiz,F,9th,Thomas High School,96,75,1,1,14,Charter,1635,1043130,638
37807,37807,Johnny Hodges,M,9th,Thomas High School,99,80,1,1,14,Charter,1635,1043130,638
37808,37808,Angela Summers,F,10th,Thomas High School,73,89,1,1,14,Charter,1635,1043130,638
37809,37809,Lorraine Rojas,F,9th,Thomas High School,98,74,1,1,14,Charter,1635,1043130,638
37810,37810,Dr. Mckenzie Cummings,F,9th,Thomas High School,93,88,1,1,14,Charter,1635,1043130,638
37811,37811,Catherine Howard,F,11th,Thomas High School,84,87,1,1,14,Charter,1635,1043130,638
37812,37812,Mark Young,M,9th,Thomas High School,94,73,1,1,14,Charter,1635,1043130,638
37813,37813,Jessica Morrison,F,11th,Thomas High School,72,85,1,1,14,Charter,1635,1043130,638
37814,37814,Susan Alexander,F,11th,Thomas High School,71,95,1,1,14,Charter,1635,1043130,638
37815,37815,Jessica Edwards,F,11th,Thomas High School,89,93,1,1,14,Charter,1635,1043130,638
37816,37816,Benjamin Evans,M,10th,Thomas High School,75,76,1,1,14,Charter,1635,1043130,638
37817,37817,Mariah Bernard,F,11th,Thomas High School,80,95,1,1,14,Charter,1635,1043130,638
37818,37818,Morgan Scott,F,11th,Thomas High School,87,70,1,1,14,Charter,1635,1043130,638
37819,37819,Nicholas Hernandez,M,10th,Thomas High School,89,87,1,1,14,Charter,1635,1043130,638
37820,37820,Briana Hoffman,F,9th,Thomas High School,91,72,1,1,14,Charter,1635,1043130,638
37821,37821,Alice Ware,F,9th,Thomas High School,88,83,1,1,14,Charter,1635,1043130,638
37822,37822,Regina Ray,F,10th,Thomas High School,72,78,1,1,14,Charter,1635,1043130,638
37823,37823,Adam Davis,M,12th,Thomas High School,74,68,1,0,14,Charter,1635,1043130,638
37824,37824,Valerie Joseph DVM,F,9th,Thomas High School,99,93,1,1,14,Charter,1635,1043130,638
37825,37825,Karen Garcia,F,9th,Thomas High School,91,71,1,1,14,Charter,1635,1043130,638
37826,37826,John Sellers,M,9th,Thomas High School,73,81,1,1,14,Charter,1635,1043130,638
37827,37827,Michael Kelly,M,9th,Thomas High School,75,74,1,1,14,Charter,1635,1043130,638
37828,37828,Kathleen Black,F,10th,Thomas High School,90,77,1,1,14,Charter,1635,1043130,638
37829,37829,Cynthia Robinson,F,9th,Thomas High School,74,94,1,1,14,Charter,1635,1043130,638
37830,37830,Julie Villa,F,11th,Thomas High School,91,99,1,1,14,Charter,1635,1043130,638
37831,37831,Paula Reed,F,11th,Thomas High School,91,74,1,1,14,Charter,1635,1043130,638
37832,37832,Grace Russell,F,12th,Thomas High School,85,86,1,1,14,Charter,1635,1043130,638
37833,37833,Barbara Smith,F,10th,Thomas High School,73,94,1,1,14,Charter,1635,1043130,638
37834,37834,Kyle Davis,M,9th,Thomas High School,99,98,1,1,14,Charter,1635,1043130,638
37835,37835,Jason Lee,M,12th,Thomas High School,71,82,1,1,14,Charter,1635,1043130,638
37836,37836,Rodney Wilson,M,12th,Thomas High School,92,83,1,1,14,Charter,1635,1043130,638
37837,37837,Allison Combs,F,11th,Thomas High School,98,92,1,1,14,Charter,1635,1043130,638
37838,37838,Ralph Osborne,M,11th,Thomas High School,78,86,1,1,14,Charter,1635,1043130,638
37839,37839,Samuel Johnson,M,10th,Thomas High School,70,91,1,1,14,Charter,1635,1043130,638
37840,37840,Jennifer Yu,F,9th,Thomas High School,79,81,1,1,14,Charter,1635,1043130,638
37841,37841,Matthew Anderson,M,11th,Thomas High School,92,86,1,1,14,Charter,1635,1043130,638
37842,37842,Sarah Chavez,F,12th,Thomas High School,70,99,1,1,14,Charter,1635,1043130,638
37843,37843,Paul Cisneros,M,12th,Thomas High School,84,81,1,1,14,Charter,1635,1043130,638
37844,37844,Angela Smith,F,9th,Thomas High School,88,77,1,1,14,Charter,1635,1043130,638
37845,37845,Eric Strickland,M,11th,Thomas High School,96,79,1,1,14,Charter,1635,1043130,638
37846,37846,Katherine Brown,F,11th,Thomas High School,92,71,1,1,14,Charter,1635,1043130,638
37847,37847,Mike Schneider,M,10th,Thomas High School,87,84,1,1,14,Charter,1635,1043130,638
37848,37848,Brian Mendez,M,12th,Thomas High School,84,95,1,1,14,Charter,1635,1043130,638
37849,37849,William Molina,M,9th,Thomas High School,93,89,1,1,14,Charter,1635,1043130,638
37850,37850,Luis Hill,M,9th,Thomas High School,95,83,1,1,14,Charter,1635,1043130,638
37851,37851,Kevin Gomez,M,12th,Thomas High School,77,75,1,1,14,Charter,1635,1043130,638
37852,37852,Courtney Smith,F,12th,Thomas High School,81,73,1,1,14,Charter,1635,1043130,638
37853,37853,Julie Walters,F,11th,Thomas High School,72,82,1,1,14,Charter,1635,1043130,638
37854,37854,Linda Dillon,F,12th,Thomas High School,92,87,1,1,14,Charter,1635,1043130,638
37855,37855,Christine Harris,F,12th,Thomas High School,70,93,1,1,14,Charter,1635,1043130,638
37856,37856,Amy Sanders,F,12th,Thomas High School,98,94,1,1,14,Charter,1635,1043130,638
37857,37857,Daniel Arnold,M,10th,Thomas High School,93,95,1,1,14,Charter,1635,1043130,638
37858,37858,Victoria Lane,F,9th,Thomas High School,89,72,1,1,14,Charter,1635,1043130,638
37859,37859,Wayne Gilbert,M,11th,Thomas High School,76,99,1,1,14,Charter,1635,1043130,638
37860,37860,Billy Baker,M,11th,Thomas High School,72,74,1,1,14,Charter,1635,1043130,638
37861,37861,Lorraine Atkins,F,11th,Thomas High School,95,73,1,1,14,Charter,1635,1043130,638
37862,37862,Hunter Hensley,M,11th,Thomas High School,73,79,1,1,14,Charter,1635,1043130,638
37863,37863,Harold Parker PhD,M,10th,Thomas High School,88,83,1,1,14,Charter,1635,1043130,638
37864,37864,Karen Dixon,F,9th,Thomas High School,73,76,1,1,14,Charter,1635,1043130,638
37865,37865,Jeanette Berger,F,9th,Thomas High School,72,86,1,1,14,Charter,1635,1043130,638
37866,37866,Lisa Jones,F,9th,Thomas High School,92,69,1,0,14,Charter,1635,1043130,638
37867,37867,Ashley Alvarez,F,10th,Thomas High School,70,92,1,1,14,Charter,1635,1043130,638
37868,37868,Kenneth Ruiz,M,10th,Thomas High School,90,71,1,1,14,Charter,1635,1043130,638
37869,37869,Michael Clark,M,12th,Thomas High School,74,78,1,1,14,Charter,1635,1043130,638
37870,37870,Dale Martinez,M,10th,Thomas High School,88,91,1,1,14,Charter,1635,1043130,638
37871,37871,Brandon Levy,M,10th,Thomas High School,80,71,1,1,14,Charter,1635,1043130,638
37872,37872,Brittany Coleman,F,9th,Thomas High School,78,83,1,1,14,Charter,1635,1043130,638
37873,37873,Lee Greene,M,10th,Thomas High School,70,69,1,0,14,Charter,1635,1043130,638
37874,37874,Michael Alexander,M,12th,Thomas High School,97,95,1,1,14,Charter,1635,1043130,638
37875,37875,Mr. David Reeves,M,11th,Thomas High School,74,69,1,0,14,Charter,1635,1043130,638
37876,37876,Randy Johnson,M,11th,Thomas High School,71,86,1,1,14,Charter,1635,1043130,638
37877,37877,Vanessa Turner,F,10th,Thomas High School,94,95,1,1,14,Charter,1635,1043130,638
37878,37878,Jacqueline Arias,F,10th,Thomas High School,90,68,1,0,14,Charter,1635,1043130,638
37879,37879,Angela Taylor,F,11th,Thomas High School,82,78,1,1,14,Charter,1635,1043130,638
37880,37880,Whitney Burgess,F,12th,Thomas High School,95,87,1,1,14,Charter,1635,1043130,638
37881,37881,Thomas Gomez,M,11th,Thomas High School,71,99,1,1,14,Charter,1635,1043130,638
37882,37882,James Oneal,M,9th,Thomas High School,90,80,1,1,14,Charter,1635,1043130,638
37883,37883,Kevin Garcia,M,10th,Thomas High School,81,91,1,1,14,Charter,1635,1043130,638
37884,37884,Randy Gonzalez,M,12th,Thomas High School,80,68,1,0,14,Charter,1635,1043130,638
37885,37885,Travis Rosales,M,9th,Thomas High School,89,85,1,1,14,Charter,1635,1043130,638
37886,37886,Joseph Diaz,M,10th,Thomas High School,93,82,1,1,14,Charter,1635,1043130,638
37887,37887,Vicki Nielsen,F,12th,Thomas High School,78,96,1,1,14,Charter,1635,1043130,638
37888,37888,Theresa Gonzalez,F,10th,Thomas High School,81,90,1,1,14,Charter,1635,1043130,638
37889,37889,Emily Gates,F,9th,Thomas High School,77,74,1,1,14,Charter,1635,1043130,638
37890,37890,Randy Johnson,M,10th,Thomas High School,90,96,1,1,14,Charter,1635,1043130,638
37891,37891,Paul Hart,M,11th,Thomas High School,73,88,1,1,14,Charter,1635,1043130,638
37892,37892,Dr. Christina Barrera,F,10th,Thomas High School,76,84,1,1,14,Charter,1635,1043130,638
37893,37893,Diamond Miller,F,10th,Thomas High School,89,88,1,1,14,Charter,1635,1043130,638
37894,37894,Kerri Davis,F,12th,Thomas High School,73,87,1,1,14,Charter,1635,1043130,638
37895,37895,Lisa King,F,10th,Thomas High School,99,69,1,0,14,Charter,1635,1043130,638
37896,37896,Oscar Flores,M,10th,Thomas High School,73,73,1,1,14,Charter,1635,1043130,638
37897,37897,Diana Lopez,F,9th,Thomas High School,98,91,1,1,14,Charter,1635,1043130,638
37898,37898,Michelle Robertson,F,9th,Thomas High School,77,89,1,1,14,Charter,1635,1043130,638
37899,37899,James Gonzalez,M,10th,Thomas High School,75,97,1,1,14,Charter,1635,1043130,638
37900,37900,Christopher Edwards,M,9th,Thomas High School,77,84,1,1,14,Charter,1635,1043130,638
37901,37901,Paige Hines,F,12th,Thomas High School,88,77,1,1,14,Charter,1635,1043130,638
37902,37902,Alyssa Morales,F,9th,Thomas High School,72,85,1,1,14,Charter,1635,1043130,638
37903,37903,Victoria Simpson,F,11th,Thomas High School,89,92,1,1,14,Charter,1635,1043130,638
37904,37904,Charles Peck,M,9th,Thomas High School,76,74,1,1,14,Charter,1635,1043130,638
37905,37905,Kevin Rodriguez,M,10th,Thomas High School,86,94,1,1,14,Charter,1635,1043130,638
37906,37906,Janice Stewart,F,11th,Thomas High School,82,80,1,1,14,Charter,1635,1043130,638
37907,37907,Stephanie Reese,F,9th,Thomas High School,92,72,1,1,14,Charter,1635,1043130,638
37908,37908,Kimberly Reyes,F,9th,Thomas High School,78,72,1,1,14,Charter,1635,1043130,638
37909,37909,Ronald Franklin,M,11th,Thomas High School,72,75,1,1,14,Charter,1635,1043130,638
37910,37910,Brittany Walker,F,10th,Thomas High School,78,80,1,1,14,Charter,1635,1043130,638
37911,37911,Billy Curtis,M,11th,Thomas High School,76,89,1,1,14,Charter,1635,1043130,638
37912,37912,Julie Wiggins,F,11th,Thomas High School,72,97,1,1,14,Charter,1635,1043130,638
37913,37913,Erika Torres,F,12th,Thomas High School,93,93,1,1,14,Charter,1635,1043130,638
37914,37914,Patricia Contreras,F,11th,Thomas High School,95,75,1,1,14,Charter,1635,1043130,638
37915,37915,Randy Hooper,M,10th,Thomas High School,80,92,1,1,14,Charter,1635,1043130,638
37916,37916,Kristen Solis MD,F,9th,Thomas High School,77,71,1,1,14,Charter,1635,1043130,638
37917,37917,Ronald Rowe,M,10th,Thomas High School,84,75,1,1,14,Charter,1635,1043130,638
37918,37918,Allison Thomas,F,10th,Thomas High School,73,80,1,1,14,Charter,1635,1043130,638
37919,37919,Danielle Hawkins,F,11th,Thomas High School,83,88,1,1,14,Charter,1635,1043130,638
37920,37920,Victor Smith,M,12th,Thomas High School,92,80,1,1,14,Charter,1635,1043130,638
37921,37921,Colin Schultz II,M,10th,Thomas High School,86,80,1,1,14,Charter,1635,1043130,638
37922,37922,Nancy Dominguez,F,9th,Thomas High School,87,80,1,1,14,Charter,1635,1043130,638
37923,37923,Angela Wong,F,10th,Thomas High School,96,74,1,1,14,Charter,1635,1043130,638
37924,37924,John Ritter,M,11th,Thomas High School,95,88,1,1,14,Charter,1635,1043130,638
37925,37925,Gabriel Douglas,M,11th,Thomas High School,90,71,1,1,14,Charter,1635,1043130,638
37926,37926,Sarah Mcpherson,F,10th,Thomas High School,74,83,1,1,14,Charter,1635,1043130,638
37927,37927,Christopher Sandoval,M,12th,Thomas High School,94,87,1,1,14,Charter,1635,1043130,638
37928,37928,Jordan Vega,M,9th,Thomas High School,75,99,1,1,14,Charter,1635,1043130,638
37929,37929,Ashley Wilson,F,12th,Thomas High School,80,90,1,1,14,Charter,1635,1043130,638
37930,37930,Andrea Anthony,F,9th,Thomas High School,75,91,1,1,14,Charter,1635,1043130,638
37931,37931,Craig Heath,M,11th,Thomas High School,71,98,1,1,14,Charter,1635,1043130,638
37932,37932,Tammy Lee,F,9th,Thomas High School,99,84,1,1,14,Charter,1635,1043130,638
37933,37933,Tiffany Brooks,F,9th,Thomas High School,84,94,1,1,14,Charter,1635,1043130,638
37934,37934,Jeffrey Garcia,M,12th,Thomas High School,72,80,1,1,14,Charter,1635,1043130,638
37935,37935,Timothy Thomas,M,9th,Thomas High School,73,78,1,1,14,Charter,1635,1043130,638
37936,37936,Miss Michelle Li,F,10th,Thomas High School,76,77,1,1,14,Charter,1635,1043130,638
37937,37937,Dylan Guerrero,M,9th,Thomas High School,79,91,1,1,14,Charter,1635,1043130,638
37938,37938,Bryan Barnes,M,11th,Thomas High School,71,79,1,1,14,Charter,1635,1043130,638
37939,37939,Robert Meyer,M,11th,Thomas High School,86,88,1,1,14,Charter,1635,1043130,638
37940,37940,David Arroyo,M,9th,Thomas High School,96,89,1,1,14,Charter,1635,1043130,638
37941,37941,Debra Martin,F,9th,Thomas High School,91,70,1,1,14,Charter,1635,1043130,638
37942,37942,Neil Hutchinson,M,12th,Thomas High School,88,80,1,1,14,Charter,1635,1043130,638
37943,37943,Henry Acosta,M,12th,Thomas High School,87,86,1,1,14,Charter,1635,1043130,638
37944,37944,Vanessa Figueroa,F,12th,Thomas High School,81,92,1,1,14,Charter,1635,1043130,638
37945,37945,Larry Harris,M,10th,Thomas High School,92,73,1,1,14,Charter,1635,1043130,638
37946,37946,Kristopher Bradley,M,11th,Thomas High School,85,78,1,1,14,Charter,1635,1043130,638
37947,37947,Bruce White,M,11th,Thomas High School,74,96,1,1,14,Charter,1635,1043130,638
37948,37948,Danielle Holmes,F,10th,Thomas High School,74,81,1,1,14,Charter,1635,1043130,638
37949,37949,Jamie Allen,F,11th,Thomas High School,73,90,1,1,14,Charter,1635,1043130,638
37950,37950,Susan Jensen,F,9th,Thomas High School,94,83,1,1,14,Charter,1635,1043130,638
37951,37951,Steve Woods,M,11th,Thomas High School,69,71,0,1,14,Charter,1635,1043130,638
37952,37952,Ashley Thompson,F,12th,Thomas High School,99,77,1,1,14,Charter,1635,1043130,638
37953,37953,Stephanie Knight,F,11th,Thomas High School,97,94,1,1,14,Charter,1635,1043130,638
37954,37954,Cameron Rowe,M,10th,Thomas High School,74,92,1,1,14,Charter,1635,1043130,638
37955,37955,Michael Farmer,M,12th,Thomas High School,96,75,1,1,14,Charter,1635,1043130,638
37956,37956,Jennifer Anderson,F,9th,Thomas High School,77,86,1,1,14,Charter,1635,1043130,638
37957,37957,Bernard Mercer,M,11th,Thomas High School,99,96,1,1,14,Charter,1635,1043130,638
37958,37958,David Graves,M,9th,Thomas High School,97,98,1,1,14,Charter,1635,1043130,638
37959,37959,Kent Becker,M,10th,Thomas High School,97,88,1,1,14,Charter,1635,1043130,638
37960,37960,David Campbell,M,10th,Thomas High School,73,97,1,1,14,Charter,1635,1043130,638
37961,37961,Jonathon Cardenas,M,9th,Thomas High School,83,79,1,1,14,Charter,1635,1043130,638
37962,37962,Haley Williamson,F,9th,Thomas High School,74,88,1,1,14,Charter,1635,1043130,638
37963,37963,Lisa Barton,F,9th,Thomas High School,97,98,1,1,14,Charter,1635,1043130,638
37964,37964,Cynthia Rodriguez,F,9th,Thomas High School,93,96,1,1,14,Charter,1635,1043130,638
37965,37965,Mr. Andrew Summers,M,12th,Thomas High School,87,98,1,1,14,Charter,1635,1043130,638
37966,37966,Jennifer Sanders,F,10th,Thomas High School,90,93,1,1,14,Charter,1635,1043130,638
37967,37967,April Smith,F,12th,Thomas High School,84,92,1,1,14,Charter,1635,1043130,638
37968,37968,Claire Murray,F,12th,Thomas High School,80,91,1,1,14,Charter,1635,1043130,638
37969,37969,Joseph Hughes,M,9th,Thomas High School,76,94,1,1,14,Charter,1635,1043130,638
37970,37970,Stephen Arnold,M,12th,Thomas High School,85,76,1,1,14,Charter,1635,1043130,638
37971,37971,Maria Crawford,F,10th,Thomas High School,79,70,1,1,14,Charter,1635,1043130,638
37972,37972,Anthony Walker,M,11th,Thomas High School,99,76,1,1,14,Charter,1635,1043130,638
37973,37973,Karen Mclean,F,9th,Thomas High School,98,78,1,1,14,Charter,1635,1043130,638
37974,37974,Brian Johnson,M,12th,Thomas High School,94,82,1,1,14,Charter,1635,1043130,638
37975,37975,Brittney Ramirez,F,11th,Thomas High School,73,90,1,1,14,Charter,1635,1043130,638
37976,37976,Austin King,M,11th,Thomas High School,88,84,1,1,14,Charter,1635,1043130,638
37977,37977,Joshua Hammond,M,11th,Thomas High School,96,92,1,1,14,Charter,1635,1043130,638
37978,37978,Erika Wood,F,12th,Thomas High School,70,96,1,1,14,Charter,1635,1043130,638
37979,37979,Christopher Carson,M,9th,Thomas High School,70,76,1,1,14,Charter,1635,1043130,638
37980,37980,Jacob Alvarez,M,9th,Thomas High School,71,82,1,1,14,Charter,1635,1043130,638
37981,37981,Kayla Baldwin,F,12th,Thomas High School,69,96,0,1,14,Charter,1635,1043130,638
37982,37982,Monica Evans,F,10th,Thomas High School,88,74,1,1,14,Charter,1635,1043130,638
37983,37983,Joseph Willis,M,10th,Thomas High School,86,91,1,1,14,Charter,1635,1043130,638
37984,37984,Kara Gardner,F,11th,Thomas High School,81,69,1,0,14,Charter,1635,1043130,638
37985,37985,Gabriel Hayes,M,11th,Thomas High School,93,79,1,1,14,Charter,1635,1043130,638
37986,37986,Alicia Rhodes,F,9th,Thomas High School,92,80,1,1,14,Charter,1635,1043130,638
37987,37987,Angela Diaz,F,11th,Thomas High School,74,91,1,1,14,Charter,1635,1043130,638
37988,37988,Michael Ortiz,M,11th,Thomas High School,91,91,1,1,14,Charter,1635,1043130,638
37989,37989,Mark Atkins,M,12th,Thomas High School,69,94,0,1,14,Charter,1635,1043130,638
37990,37990,Susan Gregory,F,11th,Thomas High School,78,77,1,1,14,Charter,1635,1043130,638
37991,37991,Samantha Keller,F,10th,Thomas High School,69,79,0,1,14,Charter,1635,1043130,638
37992,37992,Jacob Sanchez,M,10th,Thomas High School,73,85,1,1,14,Charter,1635,1043130,638
37993,37993,Kenneth Wallace,M,9th,Thomas High School,89,79,1,1,14,Charter,1635,1043130,638
37994,37994,Kevin Rivera,M,10th,Thomas High School,96,84,1,1,14,Charter,1635,1043130,638
37995,37995,Jose Smith,M,12th,Thomas High School,86,96,1,1,14,Charter,1635,1043130,638
37996,37996,Mary Kim,F,9th,Thomas High School,79,71,1,1,14,Charter,1635,1043130,638
37997,37997,Darlene Hunt,F,10th,Thomas High School,69,71,0,1,14,Charter,1635,1043130,638
37998,37998,Deanna Ford,F,10th,Thomas High School,93,86,1,1,14,Charter,1635,1043130,638
37999,37999,John Stewart,M,9th,Thomas High School,86,83,1,1,14,Charter,1635,1043130,638
38000,38000,Antonio Dunn,M,12th,Thomas High School,97,96,1,1,14,Charter,1635,1043130,638
38001,38001,Stephanie Pham,F,9th,Thomas High School,90,96,1,1,14,Charter,1635,1043130,638
38002,38002,Keith Smith,M,11th,Thomas High School,93,78,1,1,14,Charter,1635,1043130,638
38003,38003,Steven Holmes,M,12th,Thomas High School,98,74,1,1,14,Charter,1635,1043130,638
38004,38004,Ashley Mendez,F,12th,Thomas High School,75,94,1,1,14,Charter,1635,1043130,638
38005,38005,Jermaine White,M,12th,Thomas High School,94,69,1,0,14,Charter,1635,1043130,638
38006,38006,Paul Torres,M,10th,Thomas High School,92,92,1,1,14,Charter,1635,1043130,638
38007,38007,Jill Sanchez,F,9th,Thomas High School,90,76,1,1,14,Charter,1635,1043130,638
38008,38008,Denise Sherman,F,9th,Thomas High School,75,76,1,1,14,Charter,1635,1043130,638
38009,38009,Timothy Benson,M,12th,Thomas High School,92,95,1,1,14,Charter,1635,1043130,638
38010,38010,Katherine Anderson,F,9th,Thomas High School,94,74,1,1,14,Charter,1635,1043130,638
38011,38011,Sara Robinson,F,11th,Thomas High School,72,72,1,1,14,Charter,1635,1043130,638
38012,38012,Donna Phillips,F,12th,Thomas High School,82,77,1,1,14,Charter,1635,1043130,638
38013,38013,Preston Ortiz,M,9th,Thomas High School,92,84,1,1,14,Charter,1635,1043130,638
38014,38014,Jacob Vazquez,M,11th,Thomas High School,69,84,0,1,14,Charter,1635,1043130,638
38015,38015,Gary Santiago,M,10th,Thomas High School,84,78,1,1,14,Charter,1635,1043130,638
38016,38016,Theresa Sparks,F,10th,Thomas High School,93,83,1,1,14,Charter,1635,1043130,638
38017,38017,Matthew Rodriguez,M,9th,Thomas High School,78,87,1,1,14,Charter,1635,1043130,638
38018,38018,Amber Hood,F,12th,Thomas High School,91,85,1,1,14,Charter,1635,1043130,638
38019,38019,Robert Wilkinson,M,11th,Thomas High School,92,80,1,1,14,Charter,1635,1043130,638
38020,38020,Jade Black,F,10th,Thomas High School,99,83,1,1,14,Charter,1635,1043130,638
38021,38021,Amy Kirby,F,12th,Thomas High School,76,74,1,1,14,Charter,1635,1043130,638
38022,38022,Amanda Fields,F,10th,Thomas High School,87,82,1,1,14,Charter,1635,1043130,638
38023,38023,Caroline Smith,F,12th,Thomas High School,98,91,1,1,14,Charter,1635,1043130,638
38024,38024,Michael Knight,M,12th,Thomas High School,99,75,1,1,14,Charter,1635,1043130,638
38025,38025,Hunter Garcia,M,9th,Thomas High School,85,68,1,0,14,Charter,1635,1043130,638
38026,38026,Samantha Stone,F,10th,Thomas High School,97,79,1,1,14,Charter,1635,1043130,638
38027,38027,Christian Smith,M,12th,Thomas High School,88,68,1,0,14,Charter,1635,1043130,638
38028,38028,Victoria Mullen,F,9th,Thomas High School,69,86,0,1,14,Charter,1635,1043130,638
38029,38029,Julie Alvarez,F,9th,Thomas High School,98,95,1,1,14,Charter,1635,1043130,638
38030,38030,Chris Bennett,M,11th,Thomas High School,73,90,1,1,14,Charter,1635,1043130,638
38031,38031,Jeffrey Hudson,M,11th,Thomas High School,89,72,1,1,14,Charter,1635,1043130,638
38032,38032,Anthony Bell,M,12th,Thomas High School,85,76,1,1,14,Charter,1635,1043130,638
38033,38033,Angela Rodriguez,F,11th,Thomas High School,81,91,1,1,14,Charter,1635,1043130,638
38034,38034,Suzanne Odonnell,F,10th,Thomas High School,75,91,1,1,14,Charter,1635,1043130,638
38035,38035,James Esparza,M,9th,Thomas High School,98,93,1,1,14,Charter,1635,1043130,638
38036,38036,Crystal Hodge,F,11th,Thomas High School,88,88,1,1,14,Charter,1635,1043130,638
38037,38037,Dr. Kimberly Ramos,F,9th,Thomas High School,77,75,1,1,14,Charter,1635,1043130,638
38038,38038,Melissa Payne,F,12th,Thomas High School,70,68,1,0,14,Charter,1635,1043130,638
38039,38039,Alicia Thompson,F,9th,Thomas High School,74,86,1,1,14,Charter,1635,1043130,638
38040,38040,Holly Coleman,F,11th,Thomas High School,82,97,1,1,14,Charter,1635,1043130,638
38041,38041,Vanessa Parker,F,10th,Thomas High School,97,68,1,0,14,Charter,1635,1043130,638
38042,38042,Megan Campbell,F,9th,Thomas High School,84,86,1,1,14,Charter,1635,1043130,638
38043,38043,Steve Cardenas,M,9th,Thomas High School,72,90,1,1,14,Charter,1635,1043130,638
38044,38044,Patricia Lewis,F,12th,Thomas High School,88,76,1,1,14,Charter,1635,1043130,638
38045,38045,Paul Paul,M,11th,Thomas High School,89,88,1,1,14,Charter,1635,1043130,638
38046,38046,Bryan Simmons,M,11th,Thomas High School,93,68,1,0,14,Charter,1635,1043130,638
38047,38047,Alice Carson,F,9th,Thomas High School,69,72,0,1,14,Charter,1635,1043130,638
38048,38048,April Ellison,F,11th,Thomas High School,87,75,1,1,14,Charter,1635,1043130,638
38049,38049,Danielle Jensen,F,10th,Thomas High School,98,73,1,1,14,Charter,1635,1043130,638
38050,38050,Denise Thompson,F,11th,Thomas High School,72,70,1,1,14,Charter,1635,1043130,638
38051,38051,Thomas Phillips,M,11th,Thomas High School,76,84,1,1,14,Charter,1635,1043130,638
38052,38052,Michael Jackson,M,10th,Thomas High School,98,69,1,0,14,Charter,1635,1043130,638
38053,38053,Brianna Martin,F,12th,Thomas High School,84,70,1,1,14,Charter,1635,1043130,638
38054,38054,William Patterson,M,11th,Thomas High School,87,89,1,1,14,Charter,1635,1043130,638
38055,38055,Rachel Hill,F,10th,Thomas High School,79,84,1,1,14,Charter,1635,1043130,638
38056,38056,Marissa Martinez,F,12th,Thomas High School,92,86,1,1,14,Charter,1635,1043130,638
38057,38057,Lisa Ramos,F,9th,Thomas High School,88,87,1,1,14,Charter,1635,1043130,638
38058,38058,Daniel Franklin,M,9th,Thomas High School,78,85,1,1,14,Charter,1635,1043130,638
38059,38059,Alan Harmon,M,12th,Thomas High School,77,69,1,0,14,Charter,1635,1043130,638
38060,38060,Rachel Smith,F,9th,Thomas High School,94,68,1,0,14,Charter,1635,1043130,638
38061,38061,Thomas Meyer DVM,M,9th,Thomas High School,89,72,1,1,14,Charter,1635,1043130,638
38062,38062,Alejandro Gould,M,9th,Thomas High School,84,88,1,1,14,Charter,1635,1043130,638
38063,38063,Troy Foster MD,M,9th,Thomas High School,76,70,1,1,14,Charter,1635,1043130,638
38064,38064,Kevin Smith,M,12th,Thomas High School,79,83,1,1,14,Charter,1635,1043130,638
38065,38065,Jordan Jones,F,10th,Thomas High School,90,87,1,1,14,Charter,1635,1043130,638
38066,38066,Kyle Sanchez,M,12th,Thomas High School,87,78,1,1,14,Charter,1635,1043130,638
38067,38067,Jeremy Aguilar,M,11th,Thomas High School,80,75,1,1,14,Charter,1635,1043130,638
38068,38068,Daniel Galvan,M,9th,Thomas High School,88,90,1,1,14,Charter,1635,1043130,638
38069,38069,Jennifer Rogers,F,11th,Thomas High School,93,87,1,1,14,Charter,1635,1043130,638
38070,38070,Kristie Duffy,F,11th,Thomas High School,97,86,1,1,14,Charter,1635,1043130,638
38071,38071,Blake Pope,M,11th,Thomas High School,97,95,1,1,14,Charter,1635,1043130,638
38072,38072,Sarah Chapman,F,10th,Thomas High School,86,68,1,0,14,Charter,1635,1043130,638
38073,38073,Donald Miller,M,9th,Thomas High School,96,69,1,0,14,Charter,1635,1043130,638
38074,38074,Brittney Bates,F,11th,Thomas High School,98,84,1,1,14,Charter,1635,1043130,638
38075,38075,Edward Howard,M,12th,Thomas High School,99,74,1,1,14,Charter,1635,1043130,638
38076,38076,Jennifer Wilson,F,9th,Thomas High School,81,94,1,1,14,Charter,1635,1043130,638
38077,38077,Courtney Turner,F,12th,Thomas High School,76,70,1,1,14,Charter,1635,1043130,638
38078,38078,Cynthia Mcbride,F,10th,Thomas High School,94,72,1,1,14,Charter,1635,1043130,638
38079,38079,Stephen Cruz,M,9th,Thomas High School,88,75,1,1,14,Charter,1635,1043130,638
38080,38080,William Ellis,M,11th,Thomas High School,78,97,1,1,14,Charter,1635,1043130,638
